champion,picked,side,order,team,enemy,game,position,player,fb,kills,deaths,assists,date,won,time,penta,stage,region
RENATA,False,B,3,KT,JDG,3,BAN,BAN,False,0,0,0,2023-11-04,False,00:27:20,0,QUARTER,KR
KAI'SA,False,B,4,KT,JDG,3,BAN,BAN,False,0,0,0,2023-11-04,False,00:27:20,0,QUARTER,KR
ZERI,False,B,5,KT,JDG,3,BAN,BAN,False,0,0,0,2023-11-04,False,00:27:20,0,QUARTER,KR
RUMBLE,False,R,1,JDG,KT,3,BAN,BAN,False,0,0,0,2023-11-04,True,00:27:20,0,QUARTER,CN
NEEKO,False,R,2,JDG,KT,3,BAN,BAN,False,0,0,0,2023-11-04,True,00:27:20,0,QUARTER,CN
SEJUANI,False,R,3,JDG,KT,3,BAN,BAN,False,0,0,0,2023-11-04,True,00:27:20,0,QUARTER,CN
VIEGO,False,R,4,JDG,KT,3,BAN,BAN,False,0,0,0,2023-11-04,True,00:27:20,0,QUARTER,CN
POPPY,False,R,5,JDG,KT,3,BAN,BAN,False,0,0,0,2023-11-04,True,00:27:20,0,QUARTER,CN
XAYAH,True,B,1,KT,JDG,4,ADC,AIMING,False,3,2,7,2023-11-04,False,00:33:37,0,QUARTER,KR
VI,True,B,2,KT,JDG,4,JUNGLE,CUZZ,False,3,3,7,2023-11-04,False,00:33:37,0,QUARTER,KR
LULU,True,B,3,KT,JDG,4,SUPPORT,LEHENDS,False,0,3,13,2023-11-04,True,00:33:37,0,QUARTER,KR
JAX,True,B,4,KT,JDG,4,TOP,KIIN,False,6,2,3,2023-11-04,False,00:33:37,0,QUARTER,KR
SYNDRA,True,B,5,KT,JDG,4,MID,BDD,False,3,4,6,2023-11-04,False,00:33:37,0,QUARTER,KR
RAKAN,True,R,1,JDG,KT,4,SUPPORT,MISSING,False,0,3,9,2023-11-04,True,00:33:37,0,QUARTER,CN
ORIANA,True,R,2,JDG,KT,4,MID,KNIGHT,False,3,3,9,2023-11-04,True,00:33:37,0,QUARTER,CN
KAI'SA,True,R,3,JDG,KT,4,ADC,RULER,True,8,0,3,2023-11-04,True,00:33:37,0,QUARTER,CN
LEE SIN,True,R,4,JDG,KT,4,JUNGLE,KANAVI,False,2,4,7,2023-11-04,True,00:33:37,0,QUARTER,CN
GRAGAS,True,R,5,JDG,KT,4,TOP,369,False,1,5,4,2023-11-04,True,00:33:37,0,QUARTER,CN
KALISTA,False,B,1,KT,JDG,4,BAN,BAN,False,0,0,0,2023-11-04,False,00:33:37,0,QUARTER,KR
JARVAN IV,False,B,2,KT,JDG,4,BAN,BAN,False,0,0,0,2023-11-04,False,00:33:37,0,QUARTER,KR
WUKONG,False,B,3,KT,JDG,4,BAN,BAN,False,0,0,0,2023-11-04,False,00:33:37,0,QUARTER,KR
AATROX,False,B,4,KT,JDG,4,BAN,BAN,False,0,0,0,2023-11-04,False,00:33:37,0,QUARTER,KR
RELL,False,B,5,KT,JDG,4,BAN,BAN,False,0,0,0,2023-11-04,False,00:33:37,0,QUARTER,KR
RUMBLE,False,R,1,JDG,KT,4,BAN,BAN,False,0,0,0,2023-11-04,True,00:33:37,0,QUARTER,CN
NEEKO,False,R,2,JDG,KT,4,BAN,BAN,False,0,0,0,2023-11-04,True,00:33:37,0,QUARTER,CN
SEJUANI,False,R,3,JDG,KT,4,BAN,BAN,False,0,0,0,2023-11-04,True,00:33:37,0,QUARTER,CN
AKALI,False,R,4,JDG,KT,4,BAN,BAN,False,0,0,0,2023-11-04,True,00:33:37,0,QUARTER,CN
AZIR,False,R,5,JDG,KT,4,BAN,BAN,False,0,0,0,2023-11-04,True,00:33:37,0,QUARTER,CN
JARVAN IV,True,B,1,LNG,T1,1,JUNGLE,TARZAN,False,0,4,2,2023-11-05,False,00:26:33,0,QUARTER,CN
KAI'SA,True,B,2,LNG,T1,1,ADC,GALA,False,0,2,0,2023-11-05,False,00:26:33,0,QUARTER,CN
AZIR,True,B,3,LNG,T1,1,MID,SCOUT,False,0,2,0,2023-11-05,True,00:26:33,0,QUARTER,CN
BLITZCRANK,True,B,4,LNG,T1,1,SUPPORT,HANG,False,0,2,0,2023-11-05,False,00:26:33,0,QUARTER,CN
GWEN,True,B,5,LNG,T1,1,TOP,ZIKA,True,2,3,0,2023-11-05,False,00:26:33,0,QUARTER,CN
ORIANA,True,R,1,T1,LNG,1,MID,FAKER,False,3,0,8,2023-11-05,True,00:26:33,0,QUARTER,KR
RELL,True,R,2,T1,LNG,1,JUNGLE,ONER,False,0,0,12,2023-11-05,True,00:26:33,0,QUARTER,KR
AATROX,True,R,3,T1,LNG,1,TOP,ZEUS,False,5,1,4,2023-11-05,True,00:26:33,0,QUARTER,KR
SENNA,True,R,4,T1,LNG,1,SUPPORT,KERIA,False,1,1,9,2023-11-05,True,00:26:33,0,QUARTER,KR
NILAH,True,R,5,T1,LNG,1,ADC,GUMAYUSI,False,4,0,6,2023-11-05,True,00:26:33,0,QUARTER,KR
CAITLYN,False,B,1,LNG,T1,1,BAN,BAN,False,0,0,0,2023-11-05,False,00:26:33,0,QUARTER,CN
RENATA,False,B,2,LNG,T1,1,BAN,BAN,False,0,0,0,2023-11-05,False,00:26:33,0,QUARTER,CN
RUMBLE,False,B,3,LNG,T1,1,BAN,BAN,False,0,0,0,2023-11-05,False,00:26:33,0,QUARTER,CN
APHELIOS,False,B,4,LNG,T1,1,BAN,BAN,False,0,0,0,2023-11-05,False,00:26:33,0,QUARTER,CN
RAKAN,False,B,5,LNG,T1,1,BAN,BAN,False,0,0,0,2023-11-05,False,00:26:33,0,QUARTER,CN
XAYAH,False,R,1,T1,LNG,1,BAN,BAN,False,0,0,0,2023-11-05,True,00:26:33,0,QUARTER,KR
NEEKO,False,R,2,T1,LNG,1,BAN,BAN,False,0,0,0,2023-11-05,True,00:26:33,0,QUARTER,KR
JAX,False,R,3,T1,LNG,1,BAN,BAN,False,0,0,0,2023-11-05,True,00:26:33,0,QUARTER,KR
NAUTILUS,False,R,4,T1,LNG,1,BAN,BAN,False,0,0,0,2023-11-05,True,00:26:33,0,QUARTER,KR
ALISTAR,False,R,5,T1,LNG,1,BAN,BAN,False,0,0,0,2023-11-05,True,00:26:33,0,QUARTER,KR
MAOKAI,True,B,1,LNG,T1,2,JUNGLE,TARZAN,False,0,1,2,2023-11-05,False,00:31:38,0,QUARTER,CN
JAYCE,True,B,2,LNG,T1,2,MID,SCOUT,True,1,2,1,2023-11-05,False,00:31:38,0,QUARTER,CN
GWEN,True,B,3,LNG,T1,2,TOP,ZIKA,False,0,2,1,2023-11-05,True,00:31:38,0,QUARTER,CN
APHELIOS,True,B,4,LNG,T1,2,ADC,GALA,False,2,1,0,2023-11-05,False,00:31:38,0,QUARTER,CN
RAKAN,True,B,5,LNG,T1,2,SUPPORT,HANG,False,0,2,2,2023-11-05,False,00:31:38,0,QUARTER,CN
RELL,True,R,1,T1,LNG,2,JUNGLE,ONER,False,0,1,8,2023-11-05,True,00:31:38,0,QUARTER,KR
AATROX,True,R,2,T1,LNG,2,TOP,ZEUS,False,2,0,3,2023-11-05,True,00:31:38,0,QUARTER,KR
SYLAS,True,R,3,T1,LNG,2,MID,FAKER,False,2,1,1,2023-11-05,True,00:31:38,0,QUARTER,KR
VARUS,True,R,4,T1,LNG,2,ADC,GUMAYUSI,False,4,1,3,2023-11-05,True,00:31:38,0,QUARTER,KR
ASHE,True,R,5,T1,LNG,2,SUPPORT,KERIA,False,0,0,3,2023-11-05,True,00:31:38,0,QUARTER,KR
RUMBLE,False,B,1,LNG,T1,2,BAN,BAN,False,0,0,0,2023-11-05,False,00:31:38,0,QUARTER,CN
JARVAN IV,False,B,2,LNG,T1,2,BAN,BAN,False,0,0,0,2023-11-05,False,00:31:38,0,QUARTER,CN
AZIR,False,B,3,LNG,T1,2,BAN,BAN,False,0,0,0,2023-11-05,False,00:31:38,0,QUARTER,CN
CAITLYN,False,B,4,LNG,T1,2,BAN,BAN,False,0,0,0,2023-11-05,False,00:31:38,0,QUARTER,CN
RENATA,False,B,5,LNG,T1,2,BAN,BAN,False,0,0,0,2023-11-05,False,00:31:38,0,QUARTER,CN
XAYAH,False,R,1,T1,LNG,2,BAN,BAN,False,0,0,0,2023-11-05,True,00:31:38,0,QUARTER,KR
NEEKO,False,R,2,T1,LNG,2,BAN,BAN,False,0,0,0,2023-11-05,True,00:31:38,0,QUARTER,KR
ORIANA,False,R,3,T1,LNG,2,BAN,BAN,False,0,0,0,2023-11-05,True,00:31:38,0,QUARTER,KR
KAI'SA,False,R,4,T1,LNG,2,BAN,BAN,False,0,0,0,2023-11-05,True,00:31:38,0,QUARTER,KR
NAUTILUS,False,R,5,T1,LNG,2,BAN,BAN,False,0,0,0,2023-11-05,True,00:31:38,0,QUARTER,KR
ORIANA,True,B,1,LNG,T1,3,MID,SCOUT,False,1,2,2,2023-11-05,False,00:26:15,0,QUARTER,CN
SEJUANI,True,B,2,LNG,T1,3,JUNGLE,TARZAN,False,0,5,2,2023-11-05,False,00:26:15,0,QUARTER,CN
RENEKTON,True,B,3,LNG,T1,3,TOP,ZIKA,False,1,4,0,2023-11-05,True,00:26:15,0,QUARTER,CN
APHELIOS,True,B,4,LNG,T1,3,ADC,GALA,False,1,2,1,2023-11-05,False,00:26:15,0,QUARTER,CN
MILIO,True,B,5,LNG,T1,3,SUPPORT,HANG,False,0,0,2,2023-11-05,False,00:26:15,0,QUARTER,CN
AZIR,True,R,1,T1,LNG,3,MID,FAKER,False,2,1,7,2023-11-05,True,00:26:15,0,QUARTER,KR
POPPY,True,R,2,T1,LNG,3,JUNGLE,ONER,True,2,1,5,2023-11-05,True,00:26:15,0,QUARTER,KR
RENATA,True,R,3,T1,LNG,3,SUPPORT,KERIA,False,0,0,7,2023-11-05,True,00:26:15,0,QUARTER,KR
VARUS,True,R,4,T1,LNG,3,ADC,GUMAYUSI,False,3,1,3,2023-11-05,True,00:26:15,0,QUARTER,KR
JAYCE,True,R,5,T1,LNG,3,TOP,ZEUS,False,6,0,3,2023-11-05,True,00:26:15,0,QUARTER,KR
RUMBLE,False,B,1,LNG,T1,3,BAN,BAN,False,0,0,0,2023-11-05,False,00:26:15,0,QUARTER,CN
JARVAN IV,False,B,2,LNG,T1,3,BAN,BAN,False,0,0,0,2023-11-05,False,00:26:15,0,QUARTER,CN
RELL,False,B,3,LNG,T1,3,BAN,BAN,False,0,0,0,2023-11-05,False,00:26:15,0,QUARTER,CN
KALISTA,False,B,4,LNG,T1,3,BAN,BAN,False,0,0,0,2023-11-05,False,00:26:15,0,QUARTER,CN
GNAR,False,B,5,LNG,T1,3,BAN,BAN,False,0,0,0,2023-11-05,False,00:26:15,0,QUARTER,CN
XAYAH,False,R,1,T1,LNG,3,BAN,BAN,False,0,0,0,2023-11-05,True,00:26:15,0,QUARTER,KR
NEEKO,False,R,2,T1,LNG,3,BAN,BAN,False,0,0,0,2023-11-05,True,00:26:15,0,QUARTER,KR
MAOKAI,False,R,3,T1,LNG,3,BAN,BAN,False,0,0,0,2023-11-05,True,00:26:15,0,QUARTER,KR
CAITLYN,False,R,4,T1,LNG,3,BAN,BAN,False,0,0,0,2023-11-05,True,00:26:15,0,QUARTER,KR
KAI'SA,False,R,5,T1,LNG,3,BAN,BAN,False,0,0,0,2023-11-05,True,00:26:15,0,QUARTER,KR
NEEKO,True,B,1,WBG,BLG,1,MID,XIAOHU,False,4,0,7,2023-11-11,True,00:29:20,0,SEMI,CN
RUMBLE,True,B,2,WBG,BLG,1,TOP,THESHY,False,8,1,3,2023-11-11,True,00:29:20,0,SEMI,CN
APHELIOS,True,B,3,WBG,BLG,1,ADC,LIGHT,False,3,0,6,2023-11-11,True,00:29:20,0,SEMI,CN
BEL'VETH,True,B,4,WBG,BLG,1,JUNGLE,WEIWEI,False,3,0,6,2023-11-11,True,00:29:20,0,SEMI,CN
MILIO,True,B,5,WBG,BLG,1,SUPPORT,CRISP,False,0,2,15,2023-11-11,True,00:29:20,0,SEMI,CN
VI,True,R,1,BLG,WBG,1,JUNGLE,XUN,False,0,2,3,2023-11-11,False,00:29:20,0,SEMI,CN
XAYAH,True,R,2,BLG,WBG,1,ADC,ELK,False,0,2,2,2023-11-11,False,00:29:20,0,SEMI,CN
SYNDRA,True,R,3,BLG,WBG,1,MID,YAGAO,False,2,3,0,2023-11-11,False,00:29:20,0,SEMI,CN
AATROX,True,R,4,BLG,WBG,1,TOP,BIN,False,0,6,0,2023-11-11,False,00:29:20,0,SEMI,CN
RELL,True,R,5,BLG,WBG,1,SUPPORT,ON,True,1,5,1,2023-11-11,False,00:29:20,0,SEMI,CN
JAX,False,B,1,WBG,BLG,1,BAN,BAN,False,0,0,0,2023-11-11,True,00:29:20,0,SEMI,CN
JARVAN IV,False,B,2,WBG,BLG,1,BAN,BAN,False,0,0,0,2023-11-11,True,00:29:20,0,SEMI,CN
RAKAN,False,B,3,WBG,BLG,1,BAN,BAN,False,0,0,0,2023-11-11,True,00:29:20,0,SEMI,CN
NAUTILUS,False,B,4,WBG,BLG,1,BAN,BAN,False,0,0,0,2023-11-11,True,00:29:20,0,SEMI,CN
BLITZCRANK,False,B,5,WBG,BLG,1,BAN,BAN,False,0,0,0,2023-11-11,True,00:29:20,0,SEMI,CN
ORIANA,False,R,1,BLG,WBG,1,BAN,BAN,False,0,0,0,2023-11-11,False,00:29:20,0,SEMI,CN
KALISTA,False,R,2,BLG,WBG,1,BAN,BAN,False,0,0,0,2023-11-11,False,00:29:20,0,SEMI,CN
CAITLYN,False,R,3,BLG,WBG,1,BAN,BAN,False,0,0,0,2023-11-11,False,00:29:20,0,SEMI,CN
RENATA,False,R,4,BLG,WBG,1,BAN,BAN,False,0,0,0,2023-11-11,False,00:29:20,0,SEMI,CN
WUKONG,False,R,5,BLG,WBG,1,BAN,BAN,False,0,0,0,2023-11-11,False,00:29:20,0,SEMI,CN
JAX,True,B,1,BLG,WBG,2,TOP,BIN,True,5,6,3,2023-11-11,True,00:35:03,0,SEMI,CN
VARUS,True,B,2,BLG,WBG,2,ADC,ELK,False,6,2,9,2023-11-11,True,00:35:03,0,SEMI,CN
ASHE,True,B,3,BLG,WBG,2,SUPPORT,ON,False,4,1,15,2023-11-11,True,00:35:03,0,SEMI,CN
SYLAS,True,B,4,BLG,WBG,2,MID,YAGAO,False,5,1,9,2023-11-11,True,00:35:03,0,SEMI,CN
VI,True,B,5,BLG,WBG,2,JUNGLE,XUN,False,4,2,10,2023-11-11,True,00:35:03,0,SEMI,CN
MAOKAI,True,R,1,WBG,BLG,2,JUNGLE,WEIWEI,False,2,5,4,2023-11-11,False,00:35:03,0,SEMI,CN
CAITLYN,True,R,2,WBG,BLG,2,ADC,LIGHT,False,2,3,2,2023-11-11,False,00:35:03,0,SEMI,CN
LUX,True,R,3,WBG,BLG,2,SUPPORT,CRISP,False,0,5,7,2023-11-11,False,00:35:03,0,SEMI,CN
AZIR,True,R,4,WBG,BLG,2,MID,XIAOHU,False,5,6,4,2023-11-11,False,00:35:03,0,SEMI,CN
AATROX,True,R,5,WBG,BLG,2,TOP,THESHY,False,3,5,5,2023-11-11,False,00:35:03,0,SEMI,CN
RUMBLE,False,B,1,BLG,WBG,2,BAN,BAN,False,0,0,0,2023-11-11,True,00:35:03,0,SEMI,CN
BEL'VETH,False,B,2,BLG,WBG,2,BAN,BAN,False,0,0,0,2023-11-11,True,00:35:03,0,SEMI,CN
RENATA,False,B,3,BLG,WBG,2,BAN,BAN,False,0,0,0,2023-11-11,True,00:35:03,0,SEMI,CN
JAYCE,False,B,4,BLG,WBG,2,BAN,BAN,False,0,0,0,2023-11-11,True,00:35:03,0,SEMI,CN
K'SANTE,False,B,5,BLG,WBG,2,BAN,BAN,False,0,0,0,2023-11-11,True,00:35:03,0,SEMI,CN
JARVAN IV,False,R,1,WBG,BLG,2,BAN,BAN,False,0,0,0,2023-11-11,False,00:35:03,0,SEMI,CN
NEEKO,False,R,2,WBG,BLG,2,BAN,BAN,False,0,0,0,2023-11-11,False,00:35:03,0,SEMI,CN
ORIANA,False,R,3,WBG,BLG,2,BAN,BAN,False,0,0,0,2023-11-11,False,00:35:03,0,SEMI,CN
RELL,False,R,4,WBG,BLG,2,BAN,BAN,False,0,0,0,2023-11-11,False,00:35:03,0,SEMI,CN
SEJUANI,False,R,5,WBG,BLG,2,BAN,BAN,False,0,0,0,2023-11-11,False,00:35:03,0,SEMI,CN
ASHE,True,B,1,WBG,BLG,3,SUPPORT,CRISP,False,6,0,2,2023-11-11,True,00:28:07,0,SEMI,CN
POPPY,True,B,2,WBG,BLG,3,JUNGLE,WEIWEI,False,1,2,8,2023-11-11,True,00:28:07,0,SEMI,CN
VARUS,True,B,3,WBG,BLG,3,ADC,LIGHT,False,1,1,5,2023-11-11,True,00:28:07,0,SEMI,CN
SYNDRA,True,B,4,WBG,BLG,3,MID,XIAOHU,False,3,0,6,2023-11-11,True,00:28:07,0,SEMI,CN
GRAVES,True,B,5,WBG,BLG,3,TOP,THESHY,False,6,0,2,2023-11-11,True,00:28:07,0,SEMI,CN
KALISTA,True,R,1,BLG,WBG,3,ADC,ELK,False,0,2,2,2023-11-11,False,00:28:07,0,SEMI,CN
VI,True,R,2,BLG,WBG,3,JUNGLE,XUN,False,1,4,1,2023-11-11,False,00:28:07,0,SEMI,CN
CAITLYN,True,R,3,BLG,WBG,3,SUPPORT,ON,False,0,1,2,2023-11-11,False,00:28:07,0,SEMI,CN
AATROX,True,R,4,BLG,WBG,3,TOP,BIN,False,0,3,1,2023-11-11,False,00:28:07,0,SEMI,CN
AKALI,True,R,5,BLG,WBG,3,MID,YAGAO,True,3,3,1,2023-11-11,False,00:28:07,0,SEMI,CN
JAX,False,B,1,WBG,BLG,3,BAN,BAN,False,0,0,0,2023-11-11,True,00:28:07,0,SEMI,CN
JARVAN IV,False,B,2,WBG,BLG,3,BAN,BAN,False,0,0,0,2023-11-11,True,00:28:07,0,SEMI,CN
RAKAN,False,B,3,WBG,BLG,3,BAN,BAN,False,0,0,0,2023-11-11,True,00:28:07,0,SEMI,CN
SYLAS,False,B,4,WBG,BLG,3,BAN,BAN,False,0,0,0,2023-11-11,True,00:28:07,0,SEMI,CN
AHRI,False,B,5,WBG,BLG,3,BAN,BAN,False,0,0,0,2023-11-11,True,00:28:07,0,SEMI,CN
RUMBLE,False,R,1,BLG,WBG,3,BAN,BAN,False,0,0,0,2023-11-11,False,00:28:07,0,SEMI,CN
ORIANA,False,R,2,BLG,WBG,3,BAN,BAN,False,0,0,0,2023-11-11,False,00:28:07,0,SEMI,CN
NEEKO,False,R,3,BLG,WBG,3,BAN,BAN,False,0,0,0,2023-11-11,False,00:28:07,0,SEMI,CN
TALIYAH,False,R,4,BLG,WBG,3,BAN,BAN,False,0,0,0,2023-11-11,False,00:28:07,0,SEMI,CN
AZIR,False,R,5,BLG,WBG,3,BAN,BAN,False,0,0,0,2023-11-11,False,00:28:07,0,SEMI,CN
ORIANA,True,B,1,BLG,WBG,4,MID,YAGAO,False,7,1,6,2023-11-11,True,00:28:31,0,SEMI,CN
SEJUANI,True,B,2,BLG,WBG,4,JUNGLE,XUN,False,2,0,9,2023-11-11,True,00:28:31,0,SEMI,CN
JAX,True,B,3,BLG,WBG,4,TOP,BIN,False,3,0,6,2023-11-11,True,00:28:31,0,SEMI,CN
APHELIOS,True,B,4,BLG,WBG,4,ADC,ELK,True,6,1,5,2023-11-11,True,00:28:31,0,SEMI,CN
BARD,True,B,5,BLG,WBG,4,SUPPORT,ON,False,0,1,13,2023-11-11,True,00:28:31,0,SEMI,CN
ASHE,True,R,1,WBG,BLG,4,ADC,LIGHT,False,0,2,2,2023-11-11,False,00:28:31,0,SEMI,CN
SYNDRA,True,R,2,WBG,BLG,4,MID,XIAOHU,False,3,3,0,2023-11-11,False,00:28:31,0,SEMI,CN
RELL,True,R,3,WBG,BLG,4,JUNGLE,WEIWEI,False,0,4,0,2023-11-11,False,00:28:31,0,SEMI,CN
QUINN,True,R,4,WBG,BLG,4,TOP,THESHY,False,0,5,1,2023-11-11,False,00:28:31,0,SEMI,CN
HEIMERDINGER ,True,R,5,WBG,BLG,4,SUPPORT,CRISP,False,0,4,1,2023-11-11,False,00:28:31,0,SEMI,CN
RUMBLE,False,B,1,BLG,WBG,4,BAN,BAN,False,0,0,0,2023-11-11,True,00:28:31,0,SEMI,CN
POPPY,False,B,2,BLG,WBG,4,BAN,BAN,False,0,0,0,2023-11-11,True,00:28:31,0,SEMI,CN
BEL'VETH,False,B,3,BLG,WBG,4,BAN,BAN,False,0,0,0,2023-11-11,True,00:28:31,0,SEMI,CN
CAITLYN,False,B,4,BLG,WBG,4,BAN,BAN,False,0,0,0,2023-11-11,True,00:28:31,0,SEMI,CN
KALISTA,False,B,5,BLG,WBG,4,BAN,BAN,False,0,0,0,2023-11-11,True,00:28:31,0,SEMI,CN
NEEKO,False,R,1,WBG,BLG,4,BAN,BAN,False,0,0,0,2023-11-11,False,00:28:31,0,SEMI,CN
JARVAN IV,False,R,2,WBG,BLG,4,BAN,BAN,False,0,0,0,2023-11-11,False,00:28:31,0,SEMI,CN
VI,False,R,3,WBG,BLG,4,BAN,BAN,False,0,0,0,2023-11-11,False,00:28:31,0,SEMI,CN
TAHM KENCH,False,R,4,WBG,BLG,4,BAN,BAN,False,0,0,0,2023-11-11,False,00:28:31,0,SEMI,CN
RAKAN,False,R,5,WBG,BLG,4,BAN,BAN,False,0,0,0,2023-11-11,False,00:28:31,0,SEMI,CN
MAOKAI,True,B,1,WBG,BLG,5,JUNGLE,WEIWEI,False,1,3,12,2023-11-11,True,00:35:08,0,SEMI,CN
KALISTA,True,B,2,WBG,BLG,5,ADC,LIGHT,False,12,2,5,2023-11-11,True,00:35:08,0,SEMI,CN
RENATA,True,B,3,WBG,BLG,5,SUPPORT,CRISP,False,1,2,15,2023-11-11,True,00:35:08,0,SEMI,CN
ORNN,True,B,4,WBG,BLG,5,TOP,THESHY,False,0,6,12,2023-11-11,True,00:35:08,0,SEMI,CN
AZIR,True,B,5,WBG,BLG,5,MID,XIAOHU,False,6,2,7,2023-11-11,True,00:35:08,0,SEMI,CN
JAYCE,True,R,1,BLG,WBG,5,MID,YAGAO,True,4,3,4,2023-11-11,False,00:35:08,0,SEMI,CN
SEJUANI,True,R,2,BLG,WBG,5,JUNGLE,XUN,False,0,4,8,2023-11-11,False,00:35:08,0,SEMI,CN
K'SANTE,True,R,3,BLG,WBG,5,TOP,BIN,False,3,5,5,2023-11-11,False,00:35:08,0,SEMI,CN
CAITLYN,True,R,4,BLG,WBG,5,ADC,ELK,False,5,3,5,2023-11-11,False,00:35:08,0,SEMI,CN
LUX ,True,R,5,BLG,WBG,5,SUPPORT,ON,False,3,5,3,2023-11-11,False,00:35:08,0,SEMI,CN
JAX,False,B,1,WBG,BLG,5,BAN,BAN,False,0,0,0,2023-11-11,True,00:35:08,0,SEMI,CN
JARVAN IV,False,B,2,WBG,BLG,5,BAN,BAN,False,0,0,0,2023-11-11,True,00:35:08,0,SEMI,CN
SYLAS,False,B,3,WBG,BLG,5,BAN,BAN,False,0,0,0,2023-11-11,True,00:35:08,0,SEMI,CN
RAKAN,False,B,4,WBG,BLG,5,BAN,BAN,False,0,0,0,2023-11-11,True,00:35:08,0,SEMI,CN
ASHE,False,B,5,WBG,BLG,5,BAN,BAN,False,0,0,0,2023-11-11,True,00:35:08,0,SEMI,CN
RUMBLE,False,R,1,BLG,WBG,5,BAN,BAN,False,0,0,0,2023-11-11,False,00:35:08,0,SEMI,CN
ORIANA,False,R,2,BLG,WBG,5,BAN,BAN,False,0,0,0,2023-11-11,False,00:35:08,0,SEMI,CN
NEEKO,False,R,3,BLG,WBG,5,BAN,BAN,False,0,0,0,2023-11-11,False,00:35:08,0,SEMI,CN
GNAR,False,R,4,BLG,WBG,5,BAN,BAN,False,0,0,0,2023-11-11,False,00:35:08,0,SEMI,CN
AATROX,False,R,5,BLG,WBG,5,BAN,BAN,False,0,0,0,2023-11-11,False,00:35:08,0,SEMI,CN
ORIANA,True,B,1,T1,JDG,1,MID,FAKER,False,6,0,13,2023-11-12,True,00:24:50,0,SEMI,KR
RELL,True,B,2,T1,JDG,1,JUNGLE,ONER,False,2,2,16,2023-11-12,True,00:24:50,0,SEMI,KR
AATROX,True,B,3,T1,JDG,1,TOP,ZEUS,True,8,3,3,2023-11-12,True,00:24:50,0,SEMI,KR
JHIN,True,B,4,T1,JDG,1,ADC,GUMAYUSI,False,4,1,10,2023-11-12,True,00:24:50,0,SEMI,KR
BARD,True,B,5,T1,JDG,1,SUPPORT,KERIA,False,3,2,15,2023-11-12,True,00:24:50,0,SEMI,KR
RUMBLE,True,R,1,JDG,T1,1,TOP,369,False,3,7,5,2023-11-12,False,00:24:50,0,SEMI,CN
AKALI,True,R,2,JDG,T1,1,MID,KNIGHT,False,2,3,3,2023-11-12,False,00:24:50,0,SEMI,CN
VI,True,R,3,JDG,T1,1,JUNGLE,KANAVI,False,2,6,4,2023-11-12,False,00:24:50,0,SEMI,CN
XAYAH,True,R,4,JDG,T1,1,ADC,RULER,False,1,2,6,2023-11-12,False,00:24:50,0,SEMI,CN
ALISTAR ,True,R,5,JDG,T1,1,SUPPORT,MISSING,False,0,5,4,2023-11-12,False,00:24:50,0,SEMI,CN
RAKAN,False,B,1,T1,JDG,1,BAN,BAN,False,0,0,0,2023-11-12,True,00:24:50,0,SEMI,KR
NEEKO,False,B,2,T1,JDG,1,BAN,BAN,False,0,0,0,2023-11-12,True,00:24:50,0,SEMI,KR
JARVAN IV,False,B,3,T1,JDG,1,BAN,BAN,False,0,0,0,2023-11-12,True,00:24:50,0,SEMI,KR
NAUTILUS,False,B,4,T1,JDG,1,BAN,BAN,False,0,0,0,2023-11-12,True,00:24:50,0,SEMI,KR
RENATA,False,B,5,T1,JDG,1,BAN,BAN,False,0,0,0,2023-11-12,True,00:24:50,0,SEMI,KR
ASHE,False,R,1,JDG,T1,1,BAN,BAN,False,0,0,0,2023-11-12,False,00:24:50,0,SEMI,CN
POPPY,False,R,2,JDG,T1,1,BAN,BAN,False,0,0,0,2023-11-12,False,00:24:50,0,SEMI,CN
KALISTA,False,R,3,JDG,T1,1,BAN,BAN,False,0,0,0,2023-11-12,False,00:24:50,0,SEMI,CN
SENNA,False,R,4,JDG,T1,1,BAN,BAN,False,0,0,0,2023-11-12,False,00:24:50,0,SEMI,CN
CAITLYN,False,R,5,JDG,T1,1,BAN,BAN,False,0,0,0,2023-11-12,False,00:24:50,0,SEMI,CN
ORIANA,True,B,1,JDG,T1,2,MID,KNIGHT,False,1,1,15,2023-11-12,True,00:37:57,0,SEMI,CN
KALISTA,True,B,2,JDG,T1,2,ADC,RULER,False,5,1,10,2023-11-12,True,00:37:57,0,SEMI,CN
VI,True,B,3,JDG,T1,2,JUNGLE,KANAVI,False,4,4,8,2023-11-12,True,00:37:57,0,SEMI,CN
K'SANTE,True,B,4,JDG,T1,2,TOP,369,False,5,0,6,2023-11-12,True,00:37:57,0,SEMI,CN
SENNA,True,B,5,JDG,T1,2,SUPPORT,MISSING,False,5,1,15,2023-11-12,True,00:37:57,0,SEMI,CN
CAITLYN,True,R,1,T1,JDG,2,ADC,GUMAYUSI,False,2,3,5,2023-11-12,False,00:37:57,0,SEMI,KR
ASHE,True,R,2,T1,JDG,2,SUPPORT,KERIA,False,2,4,5,2023-11-12,False,00:37:57,0,SEMI,KR
AZIR,True,R,3,T1,JDG,2,MID,FAKER,False,0,3,3,2023-11-12,False,00:37:57,0,SEMI,KR
MAOKAI,True,R,4,T1,JDG,2,JUNGLE,ONER,True,1,7,6,2023-11-12,False,00:37:57,0,SEMI,KR
AATROX ,True,R,5,T1,JDG,2,TOP,ZEUS,False,2,3,0,2023-11-12,False,00:37:57,0,SEMI,KR
